chord,rootnote,octave,notes,midi_numbers,formula
maj9,G#,4,"G#, C, D#, G, A#","56, 60, 63, 67, 70","0, 4, 7, 11, 14"
7sus2,G#,4,"G#, A#, D#, F#","56, 58, 63, 66","0, 2, 7, 10"
7sus4,G#,4,"G#, C#, D#, F#","56, 61, 63, 66","0, 5, 7, 10"
7b5,G#,4,"G#, C, D, F#","56, 60, 62, 66","0, 4, 6, 10"
7#5,G#,4,"G#, C, E, F#","56, 60, 64, 66","0, 4, 8, 10"
7b9,G#,4,"G#, C, D#, F#, A","56, 60, 63, 66, 69","0, 4, 7, 10, 13"
7#9,G#,4,"G#, C, D#, F#, B","56, 60, 63, 66, 71","0, 4, 7, 10, 15"
hdim,G#,4,"G#, B, D, F#","56, 59, 62, 66","0, 3, 6, 10"
maj,A,4,"A, C#, E","57, 61, 64","0, 4, 7"
min,A,4,"A, C, E","57, 60, 64","0, 3, 7"
7,A,4,"A, C#, E, G","57, 61, 64, 67","0, 4, 7, 10"
maj7,A,4,"A, C#, E, G#","57, 61, 64, 68","0, 4, 7, 11"
min7,A,4,"A, C, E, G","57, 60, 64, 67","0, 3, 7, 10"
minmaj7,A,4,"A, C, E, G#","57, 60, 64, 68","0, 3, 7, 11"
dim,A,4,"A, C, D#","57, 60, 63","0, 3, 6"
aug,A,4,"A, C#, F","57, 61, 65","0, 4, 8"
aug(b7),A,4,"A, C#, F, G#","57, 61, 65, 68","0, 4, 8, 11"
sus2,A,4,"A, B, E","57, 59, 64","0, 2, 7"
sus4,A,4,"A, D, E","57, 62, 64","0, 5, 7"
#4,A,4,"A, D#, E","57, 63, 64","0, 6, 7"
9,A,4,"A, C#, E, G, B","57, 61, 64, 67, 71","0, 4, 7, 10, 14"
11,A,4,"A, C#, E, G, B, D","57, 61, 64, 67, 71, 74","0, 4, 7, 10, 14, 17"
13,A,4,"A, C#, E, G, B, D, F#","57, 61, 64, 67, 71, 74, 78","0, 4, 7, 10, 14, 17, 21"
min9,A,4,"A, C, E, G, B","57, 60, 64, 67, 71","0, 3, 7, 10, 14"
min11,A,4,"A, C, E, G, B, D","57, 60, 64, 67, 71, 74","0, 3, 7, 10, 14, 17"
min13,A,4,"A, C, E, G, B, D, F#","57, 60, 64, 67, 71, 74, 78","0, 3, 7, 10, 14, 17, 21"
maj6,A,4,"A, C#, E, F#","57, 61, 64, 66","0, 4, 7, 9"
b6,A,4,"A, C#, E, F","57, 61, 64, 65","0, 4, 7, 8"
b3,A,4,"A, B, C#, E","57, 59, 61, 64","0, 2, 4, 7"
#9,A,4,"A, C#, E, C","57, 61, 64, 72","0, 4, 7, 15"
dim7,A,4,"A, C, D#, F#","57, 60, 63, 66","0, 3, 6, 9"
min6,A,4,"A, C, E, F#","57, 60, 64, 66","0, 3, 7, 9"
maj9,A,4,"A, C#, E, G#, B","57, 61, 64, 68, 71","0, 4, 7, 11, 14"
7sus2,A,4,"A, B, E, G","57, 59, 64, 67","0, 2, 7, 10"
7sus4,A,4,"A, D, E, G","57, 62, 64, 67","0, 5, 7, 10"
7b5,A,4,"A, C#, D#, G","57, 61, 63, 67","0, 4, 6, 10"
7#5,A,4,"A, C#, F, G","57, 61, 65, 67","0, 4, 8, 10"
7b9,A,4,"A, C#, E, G, A#","57, 61, 64, 67, 70","0, 4, 7, 10, 13"
7#9,A,4,"A, C#, E, G, C","57, 61, 64, 67, 72","0, 4, 7, 10, 15"
hdim,A,4,"A, C, D#, G","57, 60, 63, 67","0, 3, 6, 10"
maj,A#,4,"A#, D, F","58, 62, 65","0, 4, 7"
min,A#,4,"A#, C#, F","58, 61, 65","0, 3, 7"
7,A#,4,"A#, D, F, G#","58, 62, 65, 68","0, 4, 7, 10"
maj7,A#,4,"A#, D, F, A","58, 62, 65, 69","0, 4, 7, 11"
min7,A#,4,"A#, C#, F, G#","58, 61, 65, 68","0, 3, 7, 10"
minmaj7,A#,4,"A#, C#, F, A","58, 61, 65, 69","0, 3, 7, 11"
dim,A#,4,"A#, C#, E","58, 61, 64","0, 3, 6"
aug,A#,4,"A#, D, F#","58, 62, 66","0, 4, 8"
aug(b7),A#,4,"A#, D, F#, A","58, 62, 66, 69","0, 4, 8, 11"
sus2,A#,4,"A#, C, F","58, 60, 65","0, 2, 7"
sus4,A#,4,"A#, D#, F","58, 63, 65","0, 5, 7"
#4,A#,4,"A#, E, F","58, 64, 65","0, 6, 7"
9,A#,4,"A#, D, F, G#, C","58, 62, 65, 68, 72","0, 4, 7, 10, 14"
11,A#,4,"A#, D, F, G#, C, D#","58, 62, 65, 68, 72, 75","0, 4, 7, 10, 14, 17"
13,A#,4,"A#, D, F, G#, C, D#, G","58, 62, 65, 68, 72, 75, 79","0, 4, 7, 10, 14, 17, 21"
min9,A#,4,"A#, C#, F, G#, C","58, 61, 65, 68, 72","0, 3, 7, 10, 14"
min11,A#,4,"A#, C#, F, G#, C, D#","58, 61, 65, 68, 72, 75","0, 3, 7, 10, 14, 17"
min13,A#,4,"A#, C#, F, G#, C, D#, G","58, 61, 65, 68, 72, 75, 79","0, 3, 7, 10, 14, 17, 21"
maj6,A#,4,"A#, D, F, G","58, 62, 65, 67","0, 4, 7, 9"
b6,A#,4,"A#, D, F, F#","58, 62, 65, 66","0, 4, 7, 8"
b3,A#,4,"A#, C, D, F","58, 60, 62, 65","0, 2, 4, 7"
#9,A#,4,"A#, D, F, C#","58, 62, 65, 73","0, 4, 7, 15"
dim7,A#,4,"A#, C#, E, G","58, 61, 64, 67","0, 3, 6, 9"
min6,A#,4,"A#, C#, F, G","58, 61, 65, 67","0, 3, 7, 9"
maj9,A#,4,"A#, D, F, A, C","58, 62, 65, 69, 72","0, 4, 7, 11, 14"
7sus2,A#,4,"A#, C, F, G#","58, 60, 65, 68","0, 2, 7, 10"
7sus4,A#,4,"A#, D#, F, G#","58, 63, 65, 68","0, 5, 7, 10"
7b5,A#,4,"A#, D, E, G#","58, 62, 64, 68","0, 4, 6, 10"
7#5,A#,4,"A#, D, F#, G#","58, 62, 66, 68","0, 4, 8, 10"
7b9,A#,4,"A#, D, F, G#, B","58, 62, 65, 68, 71","0, 4, 7, 10, 13"
7#9,A#,4,"A#, D, F, G#, C#","58, 62, 65, 68, 73","0, 4, 7, 10, 15"
hdim,A#,4,"A#, C#, E, G#","58, 61, 64, 68","0, 3, 6, 10"
maj,B,4,"B, D#, F#","59, 63, 66","0, 4, 7"
min,B,4,"B, D, F#","59, 62, 66","0, 3, 7"
7,B,4,"B, D#, F#, A","59, 63, 66, 69","0, 4, 7, 10"
maj7,B,4,"B, D#, F#, A#","59, 63, 66, 70","0, 4, 7, 11"
min7,B,4,"B, D, F#, A","59, 62, 66, 69","0, 3, 7, 10"
minmaj7,B,4,"B, D, F#, A#","59, 62, 66, 70","0, 3, 7, 11"
dim,B,4,"B, D, F","59, 62, 65","0, 3, 6"
aug,B,4,"B, D#, G","59, 63, 67","0, 4, 8"
aug(b7),B,4,"B, D#, G, A#","59, 63, 67, 70","0, 4, 8, 11"
sus2,B,4,"B, C#, F#","59, 61, 66","0, 2, 7"
sus4,B,4,"B, E, F#","59, 64, 66","0, 5, 7"
#4,B,4,"B, F, F#","59, 65, 66","0, 6, 7"
9,B,4,"B, D#, F#, A, C#","59, 63, 66, 69, 73","0, 4, 7, 10, 14"
11,B,4,"B, D#, F#, A, C#, E","59, 63, 66, 69, 73, 76","0, 4, 7, 10, 14, 17"
13,B,4,"B, D#, F#, A, C#, E, G#","59, 63, 66, 69, 73, 76, 80","0, 4, 7, 10, 14, 17, 21"
min9,B,4,"B, D, F#, A, C#","59, 62, 66, 69, 73","0, 3, 7, 10, 14"
min11,B,4,"B, D, F#, A, C#, E","59, 62, 66, 69, 73, 76","0, 3, 7, 10, 14, 17"
min13,B,4,"B, D, F#, A, C#, E, G#","59, 62, 66, 69, 73, 76, 80","0, 3, 7, 10, 14, 17, 21"
maj6,B,4,"B, D#, F#, G#","59, 63, 66, 68","0, 4, 7, 9"
b6,B,4,"B, D#, F#, G","59, 63, 66, 67","0, 4, 7, 8"
b3,B,4,"B, C#, D#, F#","59, 61, 63, 66","0, 2, 4, 7"
#9,B,4,"B, D#, F#, D","59, 63, 66, 74","0, 4, 7, 15"
dim7,B,4,"B, D, F, G#","59, 62, 65, 68","0, 3, 6, 9"
min6,B,4,"B, D, F#, G#","59, 62, 66, 68","0, 3, 7, 9"
maj9,B,4,"B, D#, F#, A#, C#","59, 63, 66, 70, 73","0, 4, 7, 11, 14"
7sus2,B,4,"B, C#, F#, A","59, 61, 66, 69","0, 2, 7, 10"
7sus4,B,4,"B, E, F#, A","59, 64, 66, 69","0, 5, 7, 10"
7b5,B,4,"B, D#, F, A","59, 63, 65, 69","0, 4, 6, 10"
7#5,B,4,"B, D#, G, A","59, 63, 67, 69","0, 4, 8, 10"
7b9,B,4,"B, D#, F#, A, C","59, 63, 66, 69, 72","0, 4, 7, 10, 13"
7#9,B,4,"B, D#, F#, A, D","59, 63, 66, 69, 74","0, 4, 7, 10, 15"
hdim,B,4,"B, D, F, A","59, 62, 65, 69","0, 3, 6, 10"
maj,C,5,"C, E, G","60, 64, 67","0, 4, 7"
min,C,5,"C, D#, G","60, 63, 67","0, 3, 7"
7,C,5,"C, E, G, A#","60, 64, 67, 70","0, 4, 7, 10"
maj7,C,5,"C, E, G, B","60, 64, 67, 71","0, 4, 7, 11"
min7,C,5,"C, D#, G, A#","60, 63, 67, 70","0, 3, 7, 10"
minmaj7,C,5,"C, D#, G, B","60, 63, 67, 71","0, 3, 7, 11"
dim,C,5,"C, D#, F#","60, 63, 66","0, 3, 6"
aug,C,5,"C, E, G#","60, 64, 68","0, 4, 8"
aug(b7),C,5,"C, E, G#, B","60, 64, 68, 71","0, 4, 8, 11"
sus2,C,5,"C, D, G","60, 62, 67","0, 2, 7"
sus4,C,5,"C, F, G","60, 65, 67","0, 5, 7"
#4,C,5,"C, F#, G","60, 66, 67","0, 6, 7"
9,C,5,"C, E, G, A#, D","60, 64, 67, 70, 74","0, 4, 7, 10, 14"
11,C,5,"C, E, G, A#, D, F","60, 64, 67, 70, 74, 77","0, 4, 7, 10, 14, 17"
13,C,5,"C, E, G, A#, D, F, A","60, 64, 67, 70, 74, 77, 81","0, 4, 7, 10, 14, 17, 21"
min9,C,5,"C, D#, G, A#, D","60, 63, 67, 70, 74","0, 3, 7, 10, 14"
min11,C,5,"C, D#, G, A#, D, F","60, 63, 67, 70, 74, 77","0, 3, 7, 10, 14, 17"
min13,C,5,"C, D#, G, A#, D, F, A","60, 63, 67, 70, 74, 77, 81","0, 3, 7, 10, 14, 17, 21"
maj6,C,5,"C, E, G, A","60, 64, 67, 69","0, 4, 7, 9"
b6,C,5,"C, E, G, G#","60, 64, 67, 68","0, 4, 7, 8"
b3,C,5,"C, D, E, G","60, 62, 64, 67","0, 2, 4, 7"
#9,C,5,"C, E, G, D#","60, 64, 67, 75","0, 4, 7, 15"
dim7,C,5,"C, D#, F#, A","60, 63, 66, 69","0, 3, 6, 9"
min6,C,5,"C, D#, G, A","60, 63, 67, 69","0, 3, 7, 9"
maj9,C,5,"C, E, G, B, D","60, 64, 67, 71, 74","0, 4, 7, 11, 14"
7sus2,C,5,"C, D, G, A#","60, 62, 67, 70","0, 2, 7, 10"
7sus4,C,5,"C, F, G, A#","60, 65, 67, 70","0, 5, 7, 10"
7b5,C,5,"C, E, F#, A#","60, 64, 66, 70","0, 4, 6, 10"
7#5,C,5,"C, E, G#, A#","60, 64, 68, 70","0, 4, 8, 10"
7b9,C,5,"C, E, G, A#, C#","60, 64, 67, 70, 73","0, 4, 7, 10, 13"
7#9,C,5,"C, E, G, A#, D#","60, 64, 67, 70, 75","0, 4, 7, 10, 15"
hdim,C,5,"C, D#, F#, A#","60, 63, 66, 70","0, 3, 6, 10"
maj,C#,5,"C#, F, G#","61, 65, 68","0, 4, 7"
min,C#,5,"C#, E, G#","61, 64, 68","0, 3, 7"
7,C#,5,"C#, F, G#, B","61, 65, 68, 71","0, 4, 7, 10"
maj7,C#,5,"C#, F, G#, C","61, 65, 68, 72","0, 4, 7, 11"
min7,C#,5,"C#, E, G#, B","61, 64, 68, 71","0, 3, 7, 10"
minmaj7,C#,5,"C#, E, G#, C","61, 64, 68, 72","0, 3, 7, 11"
dim,C#,5,"C#, E, G","61, 64, 67","0, 3, 6"
aug,C#,5,"C#, F, A","61, 65, 69","0, 4, 8"
aug(b7),C#,5,"C#, F, A, C","61, 65, 69, 72","0, 4, 8, 11"
sus2,C#,5,"C#, D#, G#","61, 63, 68","0, 2, 7"
sus4,C#,5,"C#, F#, G#","61, 66, 68","0, 5, 7"
#4,C#,5,"C#, G, G#","61, 67, 68","0, 6, 7"
9,C#,5,"C#, F, G#, B, D#","61, 65, 68, 71, 75","0, 4, 7, 10, 14"
11,C#,5,"C#, F, G#, B, D#, F#","61, 65, 68, 71, 75, 78","0, 4, 7, 10, 14, 17"
13,C#,5,"C#, F, G#, B, D#, F#, A#","61, 65, 68, 71, 75, 78, 82","0, 4, 7, 10, 14, 17, 21"
min9,C#,5,"C#, E, G#, B, D#","61, 64, 68, 71, 75","0, 3, 7, 10, 14"
min11,C#,5,"C#, E, G#, B, D#, F#","61, 64, 68, 71, 75, 78","0, 3, 7, 10, 14, 17"
min13,C#,5,"C#, E, G#, B, D#, F#, A#","61, 64, 68, 71, 75, 78, 82","0, 3, 7, 10, 14, 17, 21"
maj6,C#,5,"C#, F, G#, A#","61, 65, 68, 70","0, 4, 7, 9"
b6,C#,5,"C#, F, G#, A","61, 65, 68, 69","0, 4, 7, 8"
b3,C#,5,"C#, D#, F, G#","61, 63, 65, 68","0, 2, 4, 7"
#9,C#,5,"C#, F, G#, E","61, 65, 68, 76","0, 4, 7, 15"
dim7,C#,5,"C#, E, G, A#","61, 64, 67, 70","0, 3, 6, 9"
min6,C#,5,"C#, E, G#, A#","61, 64, 68, 70","0, 3, 7, 9"
maj9,C#,5,"C#, F, G#, C, D#","61, 65, 68, 72, 75","0, 4, 7, 11, 14"
7sus2,C#,5,"C#, D#, G#, B","61, 63, 68, 71","0, 2, 7, 10"
7sus4,C#,5,"C#, F#, G#, B","61, 66, 68, 71","0, 5, 7, 10"
7b5,C#,5,"C#, F, G, B","61, 65, 67, 71","0, 4, 6, 10"
7#5,C#,5,"C#, F, A, B","61, 65, 69, 71","0, 4, 8, 10"
7b9,C#,5,"C#, F, G#, B, D","61, 65, 68, 71, 74","0, 4, 7, 10, 13"
7#9,C#,5,"C#, F, G#, B, E","61, 65, 68, 71, 76","0, 4, 7, 10, 15"
hdim,C#,5,"C#, E, G, B","61, 64, 67, 71","0, 3, 6, 10"
maj,D,5,"D, F#, A","62, 66, 69","0, 4, 7"
min,D,5,"D, F, A","62, 65, 69","0, 3, 7"
7,D,5,"D, F#, A, C","62, 66, 69, 72","0, 4, 7, 10"
maj7,D,5,"D, F#, A, C#","62, 66, 69, 73","0, 4, 7, 11"
min7,D,5,"D, F, A, C","62, 65, 69, 72","0, 3, 7, 10"
minmaj7,D,5,"D, F, A, C#","62, 65, 69, 73","0, 3, 7, 11"
dim,D,5,"D, F, G#","62, 65, 68","0, 3, 6"
aug,D,5,"D, F#, A#","62, 66, 70","0, 4, 8"
aug(b7),D,5,"D, F#, A#, C#","62, 66, 70, 73","0, 4, 8, 11"
sus2,D,5,"D, E, A","62, 64, 69","0, 2, 7"
sus4,D,5,"D, G, A","62, 67, 69","0, 5, 7"
#4,D,5,"D, G#, A","62, 68, 69","0, 6, 7"
9,D,5,"D, F#, A, C, E","62, 66, 69, 72, 76","0, 4, 7, 10, 14"
11,D,5,"D, F#, A, C, E, G","62, 66, 69, 72, 76, 79","0, 4, 7, 10, 14, 17"
13,D,5,"D, F#, A, C, E, G, B","62, 66, 69, 72, 76, 79, 83","0, 4, 7, 10, 14, 17, 21"
min9,D,5,"D, F, A, C, E","62, 65, 69, 72, 76","0, 3, 7, 10, 14"
min11,D,5,"D, F, A, C, E, G","62, 65, 69, 72, 76, 79","0, 3, 7, 10, 14, 17"
min13,D,5,"D, F, A, C, E, G, B","62, 65, 69, 72, 76, 79, 83","0, 3, 7, 10, 14, 17, 21"
maj6,D,5,"D, F#, A, B","62, 66, 69, 71","0, 4, 7, 9"
b6,D,5,"D, F#, A, A#","62, 66, 69, 70","0, 4, 7, 8"
b3,D,5,"D, E, F#, A","62, 64, 66, 69","0, 2, 4, 7"
#9,D,5,"D, F#, A, F","62, 66, 69, 77","0, 4, 7, 15"
dim7,D,5,"D, F, G#, B","62, 65, 68, 71","0, 3, 6, 9"
min6,D,5,"D, F, A, B","62, 65, 69, 71","0, 3, 7, 9"
maj9,D,5,"D, F#, A, C#, E","62, 66, 69, 73, 76","0, 4, 7, 11, 14"
7sus2,D,5,"D, E, A, C","62, 64, 69, 72","0, 2, 7, 10"
7sus4,D,5,"D, G, A, C","62, 67, 69, 72","0, 5, 7, 10"
7b5,D,5,"D, F#, G#, C","62, 66, 68, 72","0, 4, 6, 10"
7#5,D,5,"D, F#, A#, C","62, 66, 70, 72","0, 4, 8, 10"
7b9,D,5,"D, F#, A, C, D#","62, 66, 69, 72, 75","0, 4, 7, 10, 13"
7#9,D,5,"D, F#, A, C, F","62, 66, 69, 72, 77","0, 4, 7, 10, 15"
hdim,D,5,"D, F, G#, C","62, 65, 68, 72","0, 3, 6, 10"
maj,D#,5,"D#, G, A#","63, 67, 70","0, 4, 7"
min,D#,5,"D#, F#, A#","63, 66, 70","0, 3, 7"
7,D#,5,"D#, G, A#, C#","63, 67, 70, 73","0, 4, 7, 10"
maj7,D#,5,"D#, G, A#, D","63, 67, 70, 74","0, 4, 7, 11"
min7,D#,5,"D#, F#, A#, C#","63, 66, 70, 73","0, 3, 7, 10"
minmaj7,D#,5,"D#, F#, A#, D","63, 66, 70, 74","0, 3, 7, 11"
dim,D#,5,"D#, F#, A","63, 66, 69","0, 3, 6"
aug,D#,5,"D#, G, B","63, 67, 71","0, 4, 8"
aug(b7),D#,5,"D#, G, B, D","63, 67, 71, 74","0, 4, 8, 11"
sus2,D#,5,"D#, F, A#","63, 65, 70","0, 2, 7"
sus4,D#,5,"D#, G#, A#","63, 68, 70","0, 5, 7"
#4,D#,5,"D#, A, A#","63, 69, 70","0, 6, 7"
9,D#,5,"D#, G, A#, C#, F","63, 67, 70, 73, 77","0, 4, 7, 10, 14"
11,D#,5,"D#, G, A#, C#, F, G#","63, 67, 70, 73, 77, 80","0, 4, 7, 10, 14, 17"
13,D#,5,"D#, G, A#, C#, F, G#, C","63, 67, 70, 73, 77, 80, 84","0, 4, 7, 10, 14, 17, 21"
min9,D#,5,"D#, F#, A#, C#, F","63, 66, 70, 73, 77","0, 3, 7, 10, 14"
min11,D#,5,"D#, F#, A#, C#, F, G#","63, 66, 70, 73, 77, 80","0, 3, 7, 10, 14, 17"
min13,D#,5,"D#, F#, A#, C#, F, G#, C","63, 66, 70, 73, 77, 80, 84","0, 3, 7, 10, 14, 17, 21"
maj6,D#,5,"D#, G, A#, C","63, 67, 70, 72","0, 4, 7, 9"
b6,D#,5,"D#, G, A#, B","63, 67, 70, 71","0, 4, 7, 8"
b3,D#,5,"D#, F, G, A#","63, 65, 67, 70","0, 2, 4, 7"
#9,D#,5,"D#, G, A#, F#","63, 67, 70, 78","0, 4, 7, 15"
dim7,D#,5,"D#, F#, A, C","63, 66, 69, 72","0, 3, 6, 9"
min6,D#,5,"D#, F#, A#, C","63, 66, 70, 72","0, 3, 7, 9"
maj9,D#,5,"D#, G, A#, D, F","63, 67, 70, 74, 77","0, 4, 7, 11, 14"
7sus2,D#,5,"D#, F, A#, C#","63, 65, 70, 73","0, 2, 7, 10"
7sus4,D#,5,"D#, G#, A#, C#","63, 68, 70, 73","0, 5, 7, 10"
7b5,D#,5,"D#, G, A, C#","63, 67, 69, 73","0, 4, 6, 10"
7#5,D#,5,"D#, G, B, C#","63, 67, 71, 73","0, 4, 8, 10"
7b9,D#,5,"D#, G, A#, C#, E","63, 67, 70, 73, 76","0, 4, 7, 10, 13"
7#9,D#,5,"D#, G, A#, C#, F#","63, 67, 70, 73, 78","0, 4, 7, 10, 15"
hdim,D#,5,"D#, F#, A, C#","63, 66, 69, 73","0, 3, 6, 10"
maj,E,5,"E, G#, B","64, 68, 71","0, 4, 7"
min,E,5,"E, G, B","64, 67, 71","0, 3, 7"
7,E,5,"E, G#, B, D","64, 68, 71, 74","0, 4, 7, 10"
maj7,E,5,"E, G#, B, D#","64, 68, 71, 75","0, 4, 7, 11"
min7,E,5,"E, G, B, D","64, 67, 71, 74","0, 3, 7, 10"
minmaj7,E,5,"E, G, B, D#","64, 67, 71, 75","0, 3, 7, 11"
dim,E,5,"E, G, A#","64, 67, 70","0, 3, 6"
aug,E,5,"E, G#, C","64, 68, 72","0, 4, 8"
aug(b7),E,5,"E, G#, C, D#","64, 68, 72, 75","0, 4, 8, 11"
sus2,E,5,"E, F#, B","64, 66, 71","0, 2, 7"
sus4,E,5,"E, A, B","64, 69, 71","0, 5, 7"
#4,E,5,"E, A#, B","64, 70, 71","0, 6, 7"
9,E,5,"E, G#, B, D, F#","64, 68, 71, 74, 78","0, 4, 7, 10, 14"
11,E,5,"E, G#, B, D, F#, A","64, 68, 71, 74, 78, 81","0, 4, 7, 10, 14, 17"
13,E,5,"E, G#, B, D, F#, A, C#","64, 68, 71, 74, 78, 81, 85","0, 4, 7, 10, 14, 17, 21"
min9,E,5,"E, G, B, D, F#","64, 67, 71, 74, 78","0, 3, 7, 10, 14"
min11,E,5,"E, G, B, D, F#, A","64, 67, 71, 74, 78, 81","0, 3, 7, 10, 14, 17"
min13,E,5,"E, G, B, D, F#, A, C#","64, 67, 71, 74, 78, 81, 85","0, 3, 7, 10, 14, 17, 21"
maj6,E,5,"E, G#, B, C#","64, 68, 71, 73","0, 4, 7, 9"
b6,E,5,"E, G#, B, C","64, 68, 71, 72","0, 4, 7, 8"
b3,E,5,"E, F#, G#, B","64, 66, 68, 71","0, 2, 4, 7"
#9,E,5,"E, G#, B, G","64, 68, 71, 79","0, 4, 7, 15"
dim7,E,5,"E, G, A#, C#","64, 67, 70, 73","0, 3, 6, 9"
min6,E,5,"E, G, B, C#","64, 67, 71, 73","0, 3, 7, 9"
maj9,E,5,"E, G#, B, D#, F#","64, 68, 71, 75, 78","0, 4, 7, 11, 14"
7sus2,E,5,"E, F#, B, D","64, 66, 71, 74","0, 2, 7, 10"
7sus4,E,5,"E, A, B, D","64, 69, 71, 74","0, 5, 7, 10"
7b5,E,5,"E, G#, A#, D","64, 68, 70, 74","0, 4, 6, 10"
7#5,E,5,"E, G#, C, D","64, 68, 72, 74","0, 4, 8, 10"
7b9,E,5,"E, G#, B, D, F","64, 68, 71, 74, 77","0, 4, 7, 10, 13"
7#9,E,5,"E, G#, B, D, G","64, 68, 71, 74, 79","0, 4, 7, 10, 15"
hdim,E,5,"E, G, A#, D","64, 67, 70, 74","0, 3, 6, 10"
maj,F,5,"F, A, C","65, 69, 72","0, 4, 7"
min,F,5,"F, G#, C","65, 68, 72","0, 3, 7"
7,F,5,"F, A, C, D#","65, 69, 72, 75","0, 4, 7, 10"
maj7,F,5,"F, A, C, E","65, 69, 72, 76","0, 4, 7, 11"
min7,F,5,"F, G#, C, D#","65, 68, 72, 75","0, 3, 7, 10"
minmaj7,F,5,"F, G#, C, E","65, 68, 72, 76","0, 3, 7, 11"
dim,F,5,"F, G#, B","65, 68, 71","0, 3, 6"
aug,F,5,"F, A, C#","65, 69, 73","0, 4, 8"
aug(b7),F,5,"F, A, C#, E","65, 69, 73, 76","0, 4, 8, 11"
sus2,F,5,"F, G, C","65, 67, 72","0, 2, 7"
sus4,F,5,"F, A#, C","65, 70, 72","0, 5, 7"
#4,F,5,"F, B, C","65, 71, 72","0, 6, 7"
9,F,5,"F, A, C, D#, G","65, 69, 72, 75, 79","0, 4, 7, 10, 14"
11,F,5,"F, A, C, D#, G, A#","65, 69, 72, 75, 79, 82","0, 4, 7, 10, 14, 17"
13,F,5,"F, A, C, D#, G, A#, D","65, 69, 72, 75, 79, 82, 86","0, 4, 7, 10, 14, 17, 21"
min9,F,5,"F, G#, C, D#, G","65, 68, 72, 75, 79","0, 3, 7, 10, 14"
min11,F,5,"F, G#, C, D#, G, A#","65, 68, 72, 75, 79, 82","0, 3, 7, 10, 14, 17"
min13,F,5,"F, G#, C, D#, G, A#, D","65, 68, 72, 75, 79, 82, 86","0, 3, 7, 10, 14, 17, 21"
maj6,F,5,"F, A, C, D","65, 69, 72, 74","0, 4, 7, 9"
b6,F,5,"F, A, C, C#","65, 69, 72, 73","0, 4, 7, 8"
b3,F,5,"F, G, A, C","65, 67, 69, 72","0, 2, 4, 7"
#9,F,5,"F, A, C, G#","65, 69, 72, 80","0, 4, 7, 15"
dim7,F,5,"F, G#, B, D","65, 68, 71, 74","0, 3, 6, 9"
min6,F,5,"F, G#, C, D","65, 68, 72, 74","0, 3, 7, 9"
maj9,F,5,"F, A, C, E, G","65, 69, 72, 76, 79","0, 4, 7, 11, 14"
7sus2,F,5,"F, G, C, D#","65, 67, 72, 75","0, 2, 7, 10"
7sus4,F,5,"F, A#, C, D#","65, 70, 72, 75","0, 5, 7, 10"
7b5,F,5,"F, A, B, D#","65, 69, 71, 75","0, 4, 6, 10"
7#5,F,5,"F, A, C#, D#","65, 69, 73, 75","0, 4, 8, 10"
7b9,F,5,"F, A, C, D#, F#","65, 69, 72, 75, 78","0, 4, 7, 10, 13"
7#9,F,5,"F, A, C, D#, G#","65, 69, 72, 75, 80","0, 4, 7, 10, 15"
hdim,F,5,"F, G#, B, D#","65, 68, 71, 75","0, 3, 6, 10"
maj,F#,5,"F#, A#, C#","66, 70, 73","0, 4, 7"
min,F#,5,"F#, A, C#","66, 69, 73","0, 3, 7"
7,F#,5,"F#, A#, C#, E","66, 70, 73, 76","0, 4, 7, 10"
maj7,F#,5,"F#, A#, C#, F","66, 70, 73, 77","0, 4, 7, 11"
min7,F#,5,"F#, A, C#, E","66, 69, 73, 76","0, 3, 7, 10"
minmaj7,F#,5,"F#, A, C#, F","66, 69, 73, 77","0, 3, 7, 11"
dim,F#,5,"F#, A, C","66, 69, 72","0, 3, 6"
aug,F#,5,"F#, A#, D","66, 70, 74","0, 4, 8"
aug(b7),F#,5,"F#, A#, D, F","66, 70, 74, 77","0, 4, 8, 11"
sus2,F#,5,"F#, G#, C#","66, 68, 73","0, 2, 7"
sus4,F#,5,"F#, B, C#","66, 71, 73","0, 5, 7"
#4,F#,5,"F#, C, C#","66, 72, 73","0, 6, 7"
9,F#,5,"F#, A#, C#, E, G#","66, 70, 73, 76, 80","0, 4, 7, 10, 14"
11,F#,5,"F#, A#, C#, E, G#, B","66, 70, 73, 76, 80, 83","0, 4, 7, 10, 14, 17"
13,F#,5,"F#, A#, C#, E, G#, B, D#","66, 70, 73, 76, 80, 83, 87","0, 4, 7, 10, 14, 17, 21"
min9,F#,5,"F#, A, C#, E, G#","66, 69, 73, 76, 80","0, 3, 7, 10, 14"
min11,F#,5,"F#, A, C#, E, G#, B","66, 69, 73, 76, 80, 83","0, 3, 7, 10, 14, 17"
min13,F#,5,"F#, A, C#, E, G#, B, D#","66, 69, 73, 76, 80, 83, 87","0, 3, 7, 10, 14, 17, 21"
maj6,F#,5,"F#, A#, C#, D#","66, 70, 73, 75","0, 4, 7, 9"
b6,F#,5,"F#, A#, C#, D","66, 70, 73, 74","0, 4, 7, 8"
b3,F#,5,"F#, G#, A#, C#","66, 68, 70, 73","0, 2, 4, 7"
#9,F#,5,"F#, A#, C#, A","66, 70, 73, 81","0, 4, 7, 15"
dim7,F#,5,"F#, A, C, D#","66, 69, 72, 75","0, 3, 6, 9"
